Nombre;Especie;Raza;Sexo;Edad_Años;Peso;Tamaño;Color_Pelaje;Apto_Con;Condicion_Especial;Desparasitado;Esterilizado;Con_Microchip;Vacunado;Adoptado;Caracter_Necesidad;Historia_Breve;Biografia_Final
SIMBA;Gato;Persa/Europeo;Macho;8;5.5;Mediano;Naranja/Crema, Pelo Largo;Cepillado Diario (Obligatorio),Ambiente Tranquilo,Apto para Gatos y Perros,Dueños con Experiencia en Pelo Largo;No;Sí;Sí;Sí;Sí;No;Tranquilo,Senior (Maduro),Faldero,Mimoso,Baja Energía,Ronroneador,Dócil,Necesita Cepillado;Simba es un gato majestuoso con pelaje largo. Es muy tranquilo y ha pasado toda su vida en interiores. Fue entregado por motivos de alergia.;Simba es un gato maduro y majestuoso, con un impresionante pelaje largo color crema. Es el compañero ideal para un hogar tranquilo, ya que disfruta de largas siestas y sesiones de mimos en el sofá. Su belleza conlleva la responsabilidad del cepillado diario obligatorio para prevenir nudos dolorosos. Esto es una condición indispensable para su adopción. Es muy dócil, apto para convivir con otros animales y busca una familia que sepa apreciar la tranquilidad y el amor incondicional que ofrece un senior de pelo largo.
TORNILLO;Perro;Podenco,Galgo;Macho;4;18;Mediano;Marrón y Blanco (Moteado), Pelo Corto;Dueños que Teletrabajan/Presencia Constante,Adiestramiento Positivo para Ansiedad,Jardín Cercado y Seguro (Instinto),Paseos Tranquilos;Ansiedad por Separación;Sí;Sí;Sí;Sí;No;Sensible,Asustadizo (Inicialmente),Faldero,Pegajoso (Velcro),Ansioso (Solo),Activo (Moderado);Tornillo fue rescatado de la calle y desarrollado una fuerte ansiedad por separación, destruyendo cosas si se queda solo. Es muy cariñoso con la gente.;Tornillo es un perro cariñoso y de corazón noble, que busca una conexión profunda y constante con su dueño. Su principal desafío es su severa Ansiedad por Separación: no tolera quedarse solo, incluso por períodos cortos, y puede volverse destructivo. Por ello, es esencial que sus adoptantes sean personas que teletrabajen o pasen la mayor parte del día en casa. Es tranquilo cuando está acompañado, disfruta de paseos moderados y de ser un perro faldero. Es ideal para quienes buscan un compañero constante y están dispuestos a trabajar su sensibilidad.
MIA;Gato;Europeo;Hembra;0;1.5;Pequeño (Cachorro);Atigrado Gris Oscuro, Pelo Corto;Compañía Felina Obligatoria (Otro Gato Joven),Juguetes y Rascadores,Hogar a Prueba de Cachorros;No;Sí;No;Sí;Sí;No;Cachorro,Hiperactivo,Juguetón,Curioso,Social,Necesita Compañía (Felina),Rápida;Mia es una gatita de 4 meses con energía ilimitada. Jugar es su vida y necesita un amigo gato para canalizar su actividad.;Mia es una pequeña torbellino de 4 meses con energía ilimitada. Como buena cachorra, necesita correr, saltar y explorar constantemente. Por su alto nivel de actividad, la adopción con otro gato joven es imprescindible: esto le ayuda a canalizar su juego brusco de forma adecuada y evita el aburrimiento y la destructividad. Es curiosa, muy social con los humanos y será la fuente de entretenimiento garantizada en un hogar dinámico. Requiere un compromiso de esterilización a los 6 meses.
KIKA;Perro;Dachshund,Europeo;Hembra;12;8.5;Pequeño;Marrón,Negro, Pelo corto;Hogar Sin Escaleras (Prioridad Absoluta),Cama Ortopédica,Paseos Muy Suaves,Dueños Sénior/Tranquilos;Problemas de Columna (Senior);Sí;Sí;Sí;Sí;No;Senior,Tranquila,Dócil,Faldera,Lenta (Movilidad),Baja Energía,Necesita Calor;Kika es una perrita senior muy dulce con problemas de columna típicos de su raza. Necesita un hogar donde no tenga que subir escaleras.;Kika es una dulce perrita senior de 12 años que solo pide un regazo cálido y un lugar tranquilo para retirarse. Debido a su edad y mezcla de Dachshund, tiene Problemas de Columna, lo que hace que un hogar de una sola planta o sin escaleras sea un requisito ineludible. Es muy dócil, disfruta de paseos cortos y lentos, y es la compañera perfecta para dueños tranquilos o personas mayores que busquen una mascota de baja demanda física, pero de gran corazón.
AZUL;Gato;Azul Ruso,Europeo;Hembra;5;4.1;Mediano;Gris/Azul Sólido, Pelo Corto;Hogar Tranquilo y Predecible,Sin Mascotas Ruidosas,Rutinas Estables,Juego Moderado;No;Sí;Sí;Sí;Sí;No;Sensible,Observadora,Tranquila,Prefiere la Calma,Juguetona (Suave),Rutinaria,Noble;Azul es una gata muy bella de color gris sólido. Es muy sensible a los cambios y al ruido, y prefiere un ambiente doméstico tranquilo.;Azul es una gata elegante y muy sensible que valora la tranquilidad por encima de todo. Su naturaleza, propia de su cruce con Azul Ruso, la hace prosperar en un hogar con rutinas estables y poca afluencia de gente. Le gusta observar el mundo desde un lugar seguro, pero es muy cariñosa y juguetona (con juegos suaves) una vez que confía en su humano. Es ideal para personas que vivan solas o parejas tranquilas que puedan proporcionarle la predictibilidad y el silencio que tanto necesita.
LOREN;Perro;Pastor Alemán/Rottweiler;Macho;0;10;Grande (Potencial);Negro, Pelo corto;Clases de Cachorros y Socialización,Adiestramiento desde Ya,Dueños con Experiencia en Razas de Trabajo,Compromiso a Largo Plazo;No;Sí;No;Sí;Sí;No;Cachorro,Curioso,Muerde,Enérgico,Inteligente,Necesita Adiestramiento,Grande (Potencial);Loren es un cachorro grande de 4 meses, activo y muy juguetón, con potencial para ser un perro de trabajo grande. Necesita comenzar la socialización de inmediato.;Loren es un cachorro de 4 meses con un potencial de tamaño y temperamento grande (Pastor Alemán/Rottweiler). Es inteligente, muy juguetón y necesita que sus dueños se comprometan inmediatamente con la socialización y el adiestramiento para asegurar que crezca como un adulto equilibrado. Es crucial el compromiso de llevarlo a clases de cachorros y tener experiencia o estar dispuesto a aprender sobre razas de trabajo. Requiere un compromiso de esterilización a los 6 meses. Si buscas un proyecto de vida emocionante, Loren es tu compañero.
DIVA;Gato;Europeo;Hembra;7;4.5;Mediano;Calicó (Tricolor), Pelo Corto;Dueños Experimentados (Carácter Fuerte),Respeto por el Espacio Personal,Mimos en Sus Términos,Hogar Tranquilo;Carácter Fuerte (Diva);Sí;Sí;Sí;Sí;No;Calicó,Fuerte (Carácter),Decide Ella,No (Regazo),Independiente,Observadora,Juguetona (Ocasional);Diva es una gata Calicó con la personalidad que suele acompañar ese pelaje. Es muy clara sobre lo que quiere y cuándo lo quiere.;Diva es una gata de 7 años que encarna la personalidad de su pelaje Calicó: es una diva con carácter fuerte. No es una gata faldera tradicional. Las caricias solo están permitidas cuando ella lo solicita y las sesiones suelen ser breves. Necesita dueños con experiencia en gatos independientes que respeten sus límites y no la fuercen al contacto. Es una gata limpia, observadora y juguetona en sus propios términos. Es la compañía ideal para quienes valoran la independencia y aprecian la belleza de un gato que decide por sí mismo.
CHIKO;Perro;Chihuahua,Pincher;Macho;6;4.5;Pequeño;Negro,Canela, Pelo Corto;Hogar Solo Adultos (Sin Niños),Ambiente Muy Tranquilo,Dueños con Experiencia en Manejo de Miedo,Refuerzo Positivo;Reactividad por Miedo;Sí;Sí;Sí;Sí;No;Nervioso,Miedoso,Reactivo (Por Miedo),Leal (a su dueño),Desconfiado (Extraños),Pequeño,Necesita Calma;Chiko es un perro pequeño con un pasado incierto que lo ha dejado muy nervioso y reactivo ante desconocidos, especialmente niños.;Chiko es un perro de tamaño pequeño cuya lealtad es total una vez que confía, pero que sufre de Reactividad por Miedo. Esto se manifiesta en ladridos y gruñidos cuando se siente acorralado o asustado por extraños o ruidos fuertes. Es fundamental que su hogar sea solo de adultos y extremadamente tranquilo, sin niños ni visitas constantes, para reducir su estrés. Necesita dueños experimentados y pacientes que solo utilicen técnicas de refuerzo positivo para ayudarle a sentirse seguro y querido.
PIRATA;Gato;Europeo;Hembra;4;4;Mediano;Atigrado Marrón (Mackerel), Pelo Corto;Hogar Indoor Exclusivo,Sin Necesidad de Adaptaciones Especiales,Apta para Niños (Supervisados) y Otros Animales;Le faltan dedos;Sí;Sí;Sí;Sí;No;Cariñosa,Mimosísima,Adapta Bien,Juguetona (Baja Intensidad),Tranquila,Dócil,Cuatro Dedos (Diferencia Física);Pirata es una gata dulce y tranquila a la que le faltan dos dedos en una de sus patas delanteras debido a una lesión antigua. Esto no le impide llevar una vida normal.;Pirata es una gata adulta de 4 años, extremadamente cariñosa y mimosísima. Su única diferencia física es que le faltan dedos en una de sus patas delanteras (secuela de un accidente antiguo), pero se ha adaptado perfectamente y no necesita cuidados especiales más allá de ser un gato de interior. Es dócil, tranquila y su carácter la hace apta para convivir con niños respetuosos y otros animales. Es la prueba de que un pequeño defecto no resta nada a la belleza y la dulzura.
GOLDIE;Perro;Labrador,Golden Retriever;Hembra;3;28;Grande;Dorado,Crema, Pelo semilargo;Entrenamiento de Obediencia Continuo,Ejercicio Moderado a Alto,Ideal para Familias con Niños Mayores,No Apta para Jardín Pequeño;No;Sí;Sí;Sí;Sí;No;Familiar,Leal,Juguetona,Sociable,Apta para Niños,Necesita Estructura,Enérgica;Goldie es una mezcla de Labrador y Golden muy afectuosa. Fue entregada porque sus dueños no podían manejar su energía y le faltaba adiestramiento básico.;Goldie es una perra grande, sociable y con una personalidad increíblemente familiar. Es muy cariñosa y juguetona, siendo una candidata ideal para un hogar activo. Aunque es adulta (3 años), conserva mucha energía juvenil (Labrador/Golden), por lo que necesita un dueño comprometido con el entrenamiento de obediencia para canalizar su entusiasmo. Requiere un jardín seguro o mucho espacio para jugar, y le encanta la compañía de niños (mayores de 8 años, ya que es fuerte) y otros perros.
MIAW;Gato;Europeo;Hembra;5;3.5;Mediano;Atigrado Gris y Blanco, Pelo Corto;Hogar con Otro Gato Residente (Obligatorio),Mucha Paciencia,Sin Ruidos Fuertes,Hogar Tranquilo,Sin Exigir Mimos;Timidez Crónica;Sí;Sí;Sí;Sí;No;Tímida,Invisible (Se Esconde),Prefiere Gatos,Tranquila,Observadora,Miedosa,Necesita Confianza;Miaw lleva mucho tiempo en el refugio. Es una gata extremadamente tímida con los humanos, pero se siente segura y sociable con otros gatos.;Miaw es una gata adulta de 5 años cuya personalidad es tan discreta que a menudo es "invisible". Sufre de Timidez Crónica hacia los humanos. No pide mimos y pasará mucho tiempo escondida inicialmente. Sin embargo, su carácter cambia totalmente en presencia de otros gatos: es sociable y juguetona con ellos. Por esta razón, su adopción es obligatoria en un hogar con otro gato residente que pueda servirle de apoyo emocional y darle la seguridad que los humanos no pueden. Busca un ambiente tranquilo y paciente.
PACO;Perro;Border Collie/Pastor;Macho;2;20;Mediano;Blanco, Negro, Pelo Largo;Ejercicio Intenso,Deportes Caninos (Agility/Flyball),Adiestramiento Diario,Dueños Muy Activos,Hogar con Jardín Grande (Cercado);No;Sí;Sí;Sí;Sí;No;Hiperactivo,Inteligente,Trabajador,Enérgico,Necesita Mente Ocupada,Juguetón (Extremo),Rápido;Paco fue entregado porque sus dueños no podían manejar su nivel de energía. Es un perro muy inteligente que necesita un trabajo.;Paco es increíblemente inteligente e hiperactivo. No es apto para un dueño sedentario, ya que requiere ejercicio intenso y estructurado a diario (senderismo, running, largos paseos) y estimulación mental constante para evitar el aburrimiento y comportamientos destructivos. Sería un candidato estrella para deportes caninos (Agility o Disc). Busca un dueño que entienda las necesidades de un perro de trabajo y que quiera un compañero leal y altamente entrenable.
GANDALF;Gato;Europeo;Macho;16;3.0;Mediano;Blanco y Atigrado Gris, Pelo Corto;Dieta Renal Estricta (Obligatorio),Visitas Veterinarias Regulares,Hogar Tranquilo,Medicación Diaria;Enfermedad Renal Crónica (Senior);Sí;Sí;Sí;Sí;No;Senior,Tranquilo,Mimoso (Moderado),Necesita Calor,Duerme Mucho,Paciente,Requiere Cuidados Médicos;Gandalf es un gato muy anciano con una dulce personalidad. Necesita un hogar que pueda comprometerse con su dieta y medicación para su enfermedad renal.;Gandalf es un sabio y dulce gato Senior de 16 años. Pasa la mayor parte del tiempo durmiendo al sol y pidiendo mimos moderados. Su principal requisito médico es la Enfermedad Renal Crónica, lo que exige una dieta renal estricta (pienso/húmedo específico) y el compromiso de administrar medicación diaria de por vida. Busca un hogar tranquilo, sin prisas ni estrés, donde pueda disfrutar de su jubilación con confort y los cuidados veterinarios que merece.
PIXY;Perro;Jack Russell Terrier/Podenco;Hembra;3;9;Pequeño;Blanco y Marrón (Moteado), Pelo Duro;Adiestramiento en Impulsos,Mucho Ejercicio (Deporte Canino),Hogar Sin Roedores,Dueños Firmes (pero Positivos),Socialización Estricta;No;Sí;Sí;Sí;Sí;No;Terrier,Intenso,Curioso,Valiente (Demasiado),Excavador,Activo (Alto),Necesita Mente Ocupada,Juguetón;Pixy es una mezcla de terrier con mucha chispa y energía. Necesita un dueño que entienda la naturaleza trabajadora y enérgica de los terriers.;Pixy es una perra pequeña, pero con una personalidad enorme e intensa. Su mezcla Terrier/Podenco la hace valiente, curiosa y con una energía inagotable. Necesita mucho más que un paseo: un dueño que la involucre en deportes caninos o juegos de alta intensidad para quemar su energía física y mental. Es fundamental que el adiestramiento sea constante y firme, pero siempre positivo, ya que tiende a ser testaruda. Ideal para personas activas que aman el carácter y buscan un perro divertido y desafiante.
NOCHE;Gato;Europeo;Hembra;8;4.8;Mediano;Negro Sólido, Pelo Corto;Hogar Tranquilo,Apto para Seniors,Mimos Constantes,Hogar Sin Olor a Tabaco;No;Sí;Sí;Sí;Sí;No;Negra (Superstición No),Mimosísima,Tranquila,Faldera (Extrema),Baja Energía,Ronroneadora,Adulta;Noche es una gata negra adulta, muy dulce y cariñosa. Fue rescatada de la calle y solo busca un regazo.;Noche es una gata adulta, de 8 años, con un hermoso pelaje negro brillante y la personalidad más dulce que existe. Es la definición de gata faldera extrema. Su propósito en la vida parece ser ronronear y recibir mimos. Es de baja energía, ideal para personas mayores o un ambiente de apartamento tranquilo. Noche es la prueba de que los gatos negros traen la mejor suerte, especialmente si esa suerte significa tener un corazón cálido esperando en el sofá.
BLY;Perro;Poodle Miniatura/Maltés;Hembra;1;5.0;Pequeño;Blanco, Pelo Rizado;Adiestramiento en Confianza,Hogar Tranquilo (Sin Niños),Socialización Lenta y Controlada,No Apto para Ciudad Muy Ruidosa,Necesita Peluquería;Miedo a Personas (Subsocialized);Sí;Sí;Sí;Sí;No;Miedosa,Tímida,Subsocializada,Necesita Paciencia,Pequeña,Inteligente,Dócil (Cuando Confía);Bly fue rescatada de una situación de cría masiva (puppy mill). Es muy tímida y miedosa, no está socializada con humanos ni con ruidos de ciudad.;Bly es una perrita joven de 1 año cuyo mundo apenas está comenzando a abrirse. Debido a su pasado, sufre de Miedo a Personas (Subsocializada) y se esconde ante el contacto humano o los ruidos fuertes. Necesita un dueño con mucha paciencia y experiencia en adiestramiento positivo para ayudarle a construir su confianza a un ritmo muy lento. Es fundamental un hogar tranquilo sin niños. Es un "diamante en bruto": detrás de ese miedo hay una perrita dulce e inteligente esperando a florecer.
CHEDDAR;Gato;Europeo;Macho;6;5.2;Mediano;Atigrado Naranja (Red Tabby), Pelo Corto;Dieta Blanda Exclusiva (Húmeda),Juguetón (Moderado),Hogar Tranquilo;Problemas Dentales Crónicos;Sí;Sí;Sí;Sí;No;Naranja (Red Tabby),Sociable,Glotón,Tranquilo,Mimoso,Adulto,Necesita Dieta Blanda;Cheddar es un gato naranja muy cariñoso al que le encanta la comida, pero necesita dieta blanda de por vida debido a una extracción dental compleja.;Cheddar es un hermoso gato "ginger" de 6 años, conocido por su naturaleza glotona y su dulzura. Es muy sociable, tranquilo y siempre está dispuesto a recibir mimos. Su principal requisito es su salud: sufre de Problemas Dentales Crónicos (post-extracciones), por lo que necesita una dieta exclusivamente húmeda o blanda de por vida. Es el compañero perfecto para quienes buscan un gato que ya ha superado la etapa de cachorro, es muy mimoso y no requiere ejercicio intenso, solo cariño y una lata sabrosa.
